Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
143,"28.6779455, 77.3103012","502,B, 1St Floor, Opp Sbi Kt Road",Vennela Super Speciality Eye and Dental Hospital,0,0,0,"502,B, 1St Floor, Opp Sbi Kt Road",Andhra Pradesh,Chittoor,0,517502,2228266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
144,,"19-4-395, Bairagipatteda North, Tirupathi",Radha Narayan Hospital For Women And Children,0,0,0,"19-4-395, Bairagipatteda North, Tirupati",Andhra Pradesh,Chittoor,0,517505,240522/41031,0,0,0,0,0,0,0,240522/41031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
145,"13.6452591, 79.419089","K. T. Road, Tirupati",Manasa Kidney Foundation,0,0,0,"K. T. Road, Tirupati",Andhra Pradesh,Chittoor,0,517507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
146,"13.6370231, 79.4206271","V.V.Mahal Road, Tirupathi",Rushh Hospital,0,0,0,"V.V.Mahal Road, Tirupathi",Andhra Pradesh,Chittoor,0,517507,22227385,0,0,0,0,0,0,0,22227385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
147,,"140, T.Nagar OppositeBhavani Nagar Anjaneyaswamy Temple",S V Poly Clinic,0,0,0,"140, T.Nagar OppositeBhavani Nagar Anjaneyaswamy Temple",Andhra Pradesh,Chittoor,0,517507,"2286077,2287675  0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
148,,"Sarojini Devi Layout, Rupa Hospital Road, Tripati",Sneha Super Speciality Hospital,0,0,0,"Sarojini Devi Layout, Rupa Hospital Road, Tirupati",Andhra Pradesh,Chittoor,0,517507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
149,"13.6287557, 79.4191795","6-1-12A, Beside Old Maternity Hospital, Tirupati",Swarna E.N.T Super Speciality Hosptial,0,0,0,"6-1-12A, Beside Old Maternity Hospital, Tirupati",Andhra Pradesh,Chittoor,0,517507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
150,"13.633255, 79.4552064","91,Old M.H.Road,1/1,Tirupathi,Chittoor",Swarnamurtha Hospital,0,0,0,"91,Old M.H.Road,1/1,Tirupathi",Andhra Pradesh,Chittoor,0,517507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
151,"12.7686756, 75.2070644","3/260, Kabu Street,Upstairs Of Bank Of India, Puttur,",Sri Sai Nursing Home,0,0,0,"3/260, Kabu Street,Upstairs Of Bank Of India, Puttur",Andhra Pradesh,Chittoor,0,517583,222765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
152,"13.3200519, 79.585628","Nagari-517590, Chittoor",C.S.I. Hospital,0,0,0,Nagari-517590,Andhra Pradesh,Chittoor,0,517590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
153,,"6/420, Babu Agraharam,Babu Agraharam.",Annapurna Hospital ( Ramarao Hospital),0,0,0,"# 6/420, Babu Agraharam,Babu Agraharam",Andhra Pradesh,Chittoor,0,517644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
154,"13.7392101, 79.7119419","Door No-7/370, Nagarchipalem, Srikalahasti-517644",Chaitanya Childrens Hospital,0,0,0,"Door No-7/370, Nagarchipalem, Srikalahasti",Andhra Pradesh,Chittoor,0,517644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
155,"13.217176, 79.1003289","7-723,,Kothapet.",Eswari Nursing Home,0,0,0,"# 7-723,Kothapet",Andhra Pradesh,Chittoor,0,517644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
156,"13.217176, 79.1003289",",Kothapet.",Sai Kanthi Eye Hospital,0,0,0,Kothapet,Andhra Pradesh,Chittoor,0,517644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
157,"22.5657131, 88.3557301","V R Temple Street, Nehru Road,",Vani Priya Hospital,0,0,0,"V R Temple Street, Nehru Road",Andhra Pradesh,Chittoor,0,517644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,554
158,NA,"3/224, Upendra Complex, Christian Lane",Abhishek Kidney and General Hospital ( Kcm Hospital),0,0,0,"3/224, Upendra Complex, Christian Lane",Andhra Pradesh,Y.S.R.,Kadapa,516001,08562  250762  0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
159,NA,"4/460, Nagarajupet, Near Dr. Thulasamma Hospital, Kadapa",Ashwini Childrens Hospital,0,0,0,"4/460, Nagarajupet, Near Dr. Thulasamma Hospital",Andhra Pradesh,Y.S.R.,Kadapa,516001,251699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
160,"14.480391, 78.8340173","6/1565, Sankara Puram Kadapa",Balaji Nursing Home,0,0,0,"6/1565, Sankara Puram",Andhra Pradesh,Y.S.R.,Kadapa,516001,08562  247843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
161,NA,"1/82,R.S.Road, Y.M.Pally, Kadapa,Gandhi Nagar, Yerramulekapally,Kadapa.",Bharathi Hospital,0,0,0,"1/82,R.S.Road, Y.M.Pally, Kadapa,Gandhi Nagar, Yerramulekapally",Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,255066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
162,NA,Opposite Old Municipal Office,G. S. R. Heart Care Centre - Cuddapah,0,0,0,Opposite Old Municipal Office,Andhra Pradesh,Y.S.R.,Kadapa,516001,249478,0,0,0,0,0,0,0,2494781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
163,"17.6651796, 75.8970483",3/374 Railway Station Road Railway Station Road Kadapa 516001  Kadapa,Jyothi Nursing Home,0,0,0,3/374 Railway Station Road Railway Station Road,Andhra Pradesh,Y.S.R.,Kadapa,516001,08251    246975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
164,"19.0266349, 72.8594614","3/224, Upendra Complex,",K.C.M. Hospital,0,0,0,"#3/224, Upendra Complex",Andhra Pradesh,Y.S.R.,Kadapa,516001,242929,0,0,0,0,0,0,0,250762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
165,NA,"2/402, R.S Road, Opposite Csi Church, Kadapa",Likhith Laparoscopic Centre,0,0,0,"2/402, R.S Road, Opposite Csi Church",Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
166,"14.4701485, 78.8297701",21/188 and 21/187 Christian Lane Kadapa Kadapa 516001  Kadapa,Palla Krishnaiah Memorial And Nursing Home,0,0,0,21/188 and 21/187 Christian Lane,Andhra Pradesh,Y.S.R.,Kadapa,516001,08562    246088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
167,NA,"4-370, Infront Of H P Gas Koti Reddy Street, Nagarajupeta",Pasupuleti Nursing Home,0,0,0,"#4-370, Infront Of H P Gas Koti Reddy Street , Nagarajupeta",Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
168,NA,"Opp:Municipal Water Tank, Near Old Govt Hospital, Kadapa",Priyatham Clinic,0,0,0,"Opp:Municipal Water Tank, Near Old Govt Hospital",Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
169,NA,"21/628, Salt Felt Road, Kadapa",Sita Lakshmi Nursing Home,0,0,0,"21/628, Salt Felt Road",Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
170,NA,"Beside Sri Rama Temple, Nagaraju Pet",Siva Yogi Childrens Hospital,0,0,0,"Beside Sri Rama Temple, Nagaraju Pet",Andhra Pradesh,Y.S.R.,Kadapa,516001,221729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
171,"14.4701485, 78.8297701",3/137 Christian Lane Christian Lane Kadapa 516001  Kadapa,Sri Krishna Sahithi Eye Hospital,0,0,0,3/137 Christian Lane Christian Lane,Andhra Pradesh,Y.S.R.,Kadapa,516001,08562    252844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
172,"14.4783864, 78.8252721","Madras Road, Kadapa",Srija Rainbow Childrens Hospital,0,0,0,Madras Road,Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
173,NA,"7/304, Holmbspet, Produttur (P.O.), . Kadapa",Srinivasa Nursing Home,0,0,0,"7/304, Holmbspet, Produttur (P.O.)",Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
174,"14.686981, 78.3909238","17/48, Kapu Street, Jammalamadugu",Tata Reddy Ramalinga Reddy Nursing Home,0,0,0,"17/48, Kapu Street, Jammalamadugu",Andhra Pradesh,Y.S.R.,Kadapa,516001,08560  271166,0,0,0,0,0,0,0,8560271166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
175,NA,"4/110, Nagarajupet, Near Womens College",Thulasamma Hospital,0,0,0,"4/110, Nagarajupet, Near Womens College",Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
176,NA,"21/16, R.S.Road,Guntha Bazar, Near 7 Roads,OppositeNear Sri Devi Scan Centre.",Tirumala Hospitals,0,0,0,"21/16, R.S.Road,Guntha Bazar, Near 7 Roads,OppositeNear Sri Devi Scan Centre",Andhra Pradesh,Y.S.R.,Kadapa,516001,0,0,0,0,0,0,0,0,222150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
177,NA,Prodatoor,Vijaya Nursing Home,0,0,0,Prodatoor,Andhra Pradesh,Y.S.R.,Kadapa,516001,"253686, 252686",0,0,0,0,0,0,0,"253686, 252686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
178,"14.4701485, 78.8297701",3/225 Upendra Complex Christian Lane Kadapa 516001  Kadapa,Vurimi Savitramma Cardiac Centre,0,0,0,# 3/225 Upendra Complex Christian Lane,Andhra Pradesh,Y.S.R.,Kadapa,516001,08562    252929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
179,NA,2/1115-1 Nehrunagar,Deepa Nursing Home,0,0,0,2/1115-1 Nehrunagar,Andhra Pradesh,Y.S.R.,Kadapa,516002,08562  245045  0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
180,"14.480391, 78.8340173","6/1414, Sankarapuram",Dr G R K R Multi Speciality Hospitals,0,0,0,"6/1414, Sankarapuram",Andhra Pradesh,Y.S.R.,Kadapa,516002,08562  224953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
181,NA,"Near Petrol Bunk, R. S. Road, Kadapa",Jyothi Nursing Home,0,0,0,"Near Petrol Bunk, R. S. Road",Andhra Pradesh,Y.S.R.,Kadapa,516002,08562  246975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
182,"18.000695, -76.8938358","D.No.3/221,Christian Lane,Near 7 Roads.",Remedy Hospital,0,0,0,"D.No.3/221,Christian Lane,Near 7 Roads",Andhra Pradesh,Y.S.R.,Kadapa,516002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
183,"13.0311046, 80.2720822","6-880, Madras Road Sankarapuram",Sri Satya Sai Hospital,0,0,0,"6-880, Madras Road Sankarapuram",Andhra Pradesh,Y.S.R.,Kadapa,516002,08562  242729/274972  0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
184,NA,"D.No 1- 81/1, Teja Enclave, R.S.Road, Yerra Mukkapalli Kadapa Dt.- 516004",Himalaya Multi Speciality Hospital,0,0,0,"D.No 1- 81/1, Teja Enclave, R.S.Road, Yerra Mukkapalli",Andhra Pradesh,Y.S.R.,Kadapa,516004,"08562  256100,256256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
185,"17.7266953, 83.3054733","1/706 - 3, Dwarakanagar",Usha Rani Nursing Home,0,0,0,"1/706 - 3, Dwarakanagar",Andhra Pradesh,Y.S.R.,Kadapa,516004,08562  245098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
186,"13.9518505, 79.3492863","10/596 M. G. Road Rly. Kodur, Kadapa",Vishnu Nursing Home,0,0,0,10/596 M. G. Road Rly. Kodur,Andhra Pradesh,Y.S.R.,Kadapa,516101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
187,"14.1965314, 79.1563718",Nagulamanu Street Rajampet Rajampet 516115  Kadapa,Sree Durgaa Nursing Home,0,0,0,Nagulamanu Street Rajampet Rajampet,Andhra Pradesh,Y.S.R.,Kadapa,516115,08565    241024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
188,"14.2050808, 79.1549173","6/133, R S Road Rajampet Rajampet 516115 : Kadapa",Sri Sai Nursing Home,0,0,0,"6/133, R S Road Rajampet Rajampet",Andhra Pradesh,Y.S.R.,Kadapa,516115,"08565    250636, 250470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
189,NA,Porumamilla,Our Lady Of Fatima Hospital,0,0,0,Porumamilla,Andhra Pradesh,Y.S.R.,Kadapa,516193,285244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
190,"14.0585458, 78.7518863","Harinatha Street, Rayachoty,  Kadapa.",Madhavi Nursing Home,0,0,0,"Harinatha Street, Rayachoty",Andhra Pradesh,Y.S.R.,Kadapa,516269,256466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
191,NA,Rayachoti,Raviteja Nursing Home,0,0,0,Rayachoti,Andhra Pradesh,Y.S.R.,Kadapa,516269,251310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
192,"14.7491864, 78.5531577","3/1350, Gandhi Road Opp: Iswarya Complex Proddatur 516360  Kadapa",Abhilash Netra Vidyasala,0,0,0,"3/1350, Gandhi Road Opp: Iswarya Complex Proddatur",Andhra Pradesh,Y.S.R.,Kadapa,516360,08564    254157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
193,"14.7500333, 78.5478809","Gandhi Road, Proddatur (P.O.), . Kadapa",B. G. R. Hospital,0,0,0,"Gandhi Road, Proddatur (P.O.)",Andhra Pradesh,Y.S.R.,Kadapa,516360,243717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
194,"14.7500333, 78.5478809","Near Gabdhi Statue, Gandhi Road, Proddatur",Bhavya Nursing Home,0,0,0,"Near Gabdhi Statue, Gandhi Road, Proddatur",Andhra Pradesh,Y.S.R.,Kadapa,516360,245533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
195,"14.7491864, 78.5531577",Gandhi Road Proddutur Proddatur 516360  Kadapa,Cnr Nursing Home,0,0,0,Gandhi Road Proddutur Proddatur 516360  Kadapa,Andhra Pradesh,Y.S.R.,Kadapa,516360,08564    251559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
196,NA,"3/1471, Opposite Super Bazar Road, Gandhi Road",Dr. S. V. R. Hospital,0,0,0,"3/1471, Opposite Super Bazar Road, Gandhi Road",Andhra Pradesh,Y.S.R.,Kadapa,516360,243377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
197,NA,"5/1888, Geetha Ashramam Road,  Kaddapa",Jaya Vishnu Nursing Home,0,0,0,"5/1888, Geetha Ashramam Road",Andhra Pradesh,Y.S.R.,Kadapa,516360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
198,"14.7528736, 78.5514834","3 / 1467, Holmespet Proddatur",Kalyana Chakravarthy Hospitals - Proddatur,0,0,0,"3 / 1467 , Holmespet , Proddatur",Andhra Pradesh,Y.S.R.,Kadapa,516360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
199,"14.7512835, 78.5497493","8/399, Swayam Sevak Road, Proddatur",Kathya Nursing Home,0,0,0,"8/399, Swayam Sevak Road, Proddatur",Andhra Pradesh,Y.S.R.,Kadapa,516360,251336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
200,"26.1781993, 91.773379","No. 5/1895, Gandhi Road,Geetha Ashram Street,",Lakshmi Kishore Hospital,0,0,0,"No. 5/1895, Gandhi Road,Geetha Ashram Street",Andhra Pradesh,Y.S.R.,Kadapa,516360,08564 251904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
201,NA,"3 - 146 Holmespeta, Proddatur rict - Kadapa",Latha Mutispeciality Hospital - Proddatur,0,0,0,"3 - 146 Holmespeta, Proddatur rict",Andhra Pradesh,Y.S.R.,Kadapa,516360,251874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
202,"14.7491864, 78.5531577","Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur",Orthopaedic And Maternity Hospital,0,0,0,"Dr.Ramalinga Reddy Hospital Campus, Holmeset, Proddatur",Andhra Pradesh,Y.S.R.,Kadapa,516360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
203,NA,Sreeramulapeta,Prasad Nursing Home,0,0,0,Sreeramulapeta,Andhra Pradesh,Y.S.R.,Kadapa,516360,08564  251030 / 252040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
204,"14.7500333, 78.5478809","8/700, OppositePosina Compound, Gandhi Road,Proddatur",Shree Veja Nursing Home,0,0,0,"8/700, OppositePosina Compound, Gandhi Road,Proddatur",Andhra Pradesh,Y.S.R.,Kadapa,516360,08564  258074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
205,"14.7500333, 78.5478809","4/626,Gandhi Road,Proddatur",Siva Nursing Home,0,0,0,"4/626,Gandhi Road,Proddatur",Andhra Pradesh,Y.S.R.,Kadapa,516360,51075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
206,NA,"8/699, Gandhi Road,",Sree Veja Nursing Home,0,0,0,"8/699, Gandhi Road",Andhra Pradesh,Y.S.R.,Kadapa,516360,08564 258074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
207,NA,"3/1396, Homes Pet, Proddatur, Near Gandhi Statue,Proddatru Municipality,",Sri Sai Hospitals,0,0,0,"3/1396, Homes Pet, Proddatur, Near Gandhi Statue,Proddatru Municipality",Andhra Pradesh,Y.S.R.,Kadapa,516360,08564  250480,0,0,0,0,0,0,0,8564250480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
208,NA,"3/1470, Opposite Care Diagnostics Centre, Gandhi Road, Proddatur (P.O.), . Kadapa",Sri Swarna Hospital,0,0,0,"3/1470, Opposite Care Diagnostics Centre, Gandhi Road, Proddatur (P.O.)",Andhra Pradesh,Y.S.R.,Kadapa,516360,250747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
209,"14.7600159, 78.5393058","T. B. Road, t. Kaddapa",Swarup Eye Hospital and Laser Center,0,0,0,T. B. Road,Andhra Pradesh,Y.S.R.,Kadapa,516360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
210,"14.7491864, 78.5531577",Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur 516360  Kadapa,Vaatsalya Hospital,0,0,0,Nagadastagiri Healthcare Comples 3/1467 Holmespet Proddatur,Andhra Pradesh,Y.S.R.,Kadapa,516360,08564    251650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
211,"14.7500333, 78.5478809","Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur",Vijaya Eye Hospital,0,0,0,"Dr S Vijaya M S, Vijaya Eye Hospital, 4/624, Gandhi Road, Proddatur",Andhra Pradesh,Y.S.R.,Kadapa,516360,0,9247640096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
212,NA,"Balarapuram, Pulivendula 516390  Ysr",Dinesh Medical Centre,0,0,0,"Balarapuram, Pulivendula",Andhra Pradesh,Y.S.R.,Kadapa,516390,08568    286189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
213,"14.7528736, 78.5514834",Holmespet Proddatur Kadapa,Nikhil Nursing Home,0,0,0,Holmespet Proddatur,Andhra Pradesh,Y.S.R.,Kadapa,516434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
214,"14.686981, 78.3909238","17-48, Kapu Street, Jammalamadugu Kadapa Andra Pradesh",Sree Tati Reddy Ramalinga Reddy Nursing Home,0,0,0,"17-48, Kapu Street, Jammalamadugu",Andhra Pradesh,Y.S.R.,Kadapa,516434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
215,"14.6857186, 78.3909785","17/48, Kapu Street Jammalamadugu Kadapa 516434 : Kadapa",Sri Thati Reddy Ramalinga Reddy Nursing Home,0,0,0,"17/48, Kapu Street Jammalamadugu",Andhra Pradesh,Y.S.R.,Kadapa,516434,08560    270551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
216,"14.8474197, 78.3899108","M D O Office Road, Jammalamadugu,Kadapa",Venkata Sai Baradwaja Hospital,0,0,0,"M D O Office Road, Jammalamadugu",Andhra Pradesh,Y.S.R.,Kadapa,516434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,644
217,"32.458567, 74.5000465","20-1-61, Opposite L. I. C. Building, Main Road",7 Star Superspeciality Hospital,0,0,0,"20-1-61, Opposite L. I. C. Building, Main Road",Andhra Pradesh,East Godavari,0,533001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,545
